,AAPL,AIG,AMZN,AXP,BA,BAC,CAJ,CAT,CL,CMCSA,COP,CSCO,CVC,CVS,CVX,DD,DELL,F,GD,GE,GS,GSK,HD,HMC,HPQ,IBM,JPM,K,KMB,KO,LMT,MAR,MCD,MMM,MSFT,MTU,NAV,NOC,NVS,PEP,PFE,PG,R,RTN,SAP,SNE,SNY,TM,TOT,TWX,TXN,UN,VLO,WAG,WFC,WMT,XOM,XRX,YHOO
2010-01-19,205.54,23.28,127.61,40.41,54.68,16.06,42.27,55.33,36.12,15.5,34.41,23.03,14.31,31.88,68.54,29.84,14.33,11.06,62.92,14.39,158.11,33.34,25.92,36.41,48.75,123.47,39.36,47.74,53.39,24.93,65.7,26.45,55.51,76.53,27.61,5.41,39.37,46.67,44.29,54.9,16.86,53.57,36.12,47.56,45.94,33.99,33.23,91.78,50.33,25.8,22.31,27.77,15.95,33.15,25.76,48.35,61.69,8.25,16.75
2010-01-20,202.37,23.04,125.78,40.43,54.27,16.23,40.5,54.26,35.5,15.24,33.99,22.62,14.18,31.87,67.23,29.56,14.04,10.83,61.74,14.35,158.99,33.29,25.73,35.21,48.25,119.89,39.46,47.19,52.79,24.53,65.53,25.81,55.1,76.17,27.16,5.19,39.63,46.15,44.15,54.56,16.81,52.85,35.66,47.36,45.05,33.25,32.33,89.37,48.85,25.7,22.16,27.23,16.16,33.34,25.34,48.2,60.58,8.13,16.38
2010-01-21,198.88,22.7,126.62,39.66,53.37,15.22,41.05,51.62,35.63,14.76,33.46,22.22,13.91,31.3,65.58,28.39,13.92,10.52,60.65,13.94,152.43,32.87,25.56,35.52,47.4,118.74,36.86,46.81,51.96,24.03,64.58,25.22,55.27,74.36,26.64,5.32,37.95,44.88,44.11,53.68,16.22,52.32,34.79,46.63,43.46,34.36,31.28,90.42,47.53,25.2,21.83,26.79,15.98,32.89,25.51,47.36,59.4,8.49,16.2
2010-01-22,189.01,21.84,121.43,36.3,52.08,14.66,41.08,49.26,36.37,14.62,32.41,21.28,13.58,31.3,64.16,27.83,13.19,9.9,59.65,14.01,146.03,32.26,24.88,34.94,45.55,115.51,35.61,47.6,51.21,23.97,63.41,24.61,55.43,73.26,25.71,5.38,36.75,44.05,44.19,53.19,15.98,52.73,33.69,46.08,42.84,34.18,30.65,88.17,46.63,24.43,20.86,26.41,15.37,32.48,24.83,47.38,58.87,8.21,15.88
2010-01-25,194.1,21.5,120.31,35.55,52.09,14.74,41.72,50.07,36.26,14.76,32.51,21.3,13.95,31.11,64.13,28.11,13.44,10.38,60.4,14.24,146.85,32.02,24.79,34.89,46.26,116.09,35.65,47.45,51.4,24.02,64.4,24.67,55.17,73.57,26.03,5.42,37.63,44.1,44.1,53.05,15.89,53.01,33.42,46.26,43.13,34.8,30.49,87.71,46.85,24.62,21.38,26.4,15.51,33.09,25.2,47.32,58.64,8.13,15.86
2010-01-26,196.84,20.11,119.48,35.84,52.03,14.53,41.42,50.71,36.22,14.48,32.31,21.22,13.7,30.89,63.78,28.09,13.14,10.53,61.17,14.22,142.96,32.3,24.89,34.35,45.97,115.74,34.95,48.05,51.11,23.93,64.42,24.33,55.8,73.39,26.19,5.21,37.7,44.36,44.85,53.07,15.83,53.06,33.23,46.48,42.98,33.5,30.66,86.78,46.63,24.41,21.08,26.25,16.08,32.64,24.59,47.98,58.71,8.11,15.99
2010-01-27,198.7,20.53,122.75,36.38,55.83,14.95,40.89,48.53,36.23,14.62,31.91,21.45,13.48,30.57,63.4,28.14,13.09,10.87,59.84,14.18,143.55,32.0,24.99,34.21,45.7,116.28,35.76,48.22,50.59,24.09,64.71,24.1,55.73,74.0,26.34,5.33,37.41,44.92,45.0,53.1,16.02,53.16,33.49,46.47,43.13,33.24,30.49,79.77,46.27,24.2,21.24,26.27,15.8,33.12,25.69,47.79,58.37,8.13,15.98
2010-01-28,190.48,19.91,126.03,35.21,56.4,15.12,40.3,47.09,36.05,14.41,30.97,20.87,13.68,30.44,63.0,27.68,12.85,10.74,60.17,14.06,145.25,31.52,24.54,34.31,44.17,113.9,35.9,48.01,50.26,23.94,63.89,23.91,54.94,72.6,25.89,5.18,37.35,44.84,44.59,52.62,15.71,53.92,32.87,45.81,42.13,33.8,29.29,77.67,44.99,24.08,20.91,26.25,15.58,32.85,25.92,47.08,57.85,8.07,15.44
2010-01-29,183.57,19.97,125.41,35.43,54.63,14.94,39.11,47.44,36.06,14.6,30.75,20.82,13.46,30.48,62.04,27.93,12.48,10.2,59.5,13.99,140.92,30.88,25.14,33.75,43.5,112.65,35.41,47.67,50.5,23.98,62.52,23.52,54.59,72.37,25.02,5.13,36.99,44.81,44.15,52.51,15.73,53.81,32.77,45.58,42.29,33.23,29.61,77.0,44.66,24.65,20.41,25.91,15.57,32.53,25.9,47.82,57.38,7.98,15.01
2010-02-01,186.13,19.75,118.87,35.94,55.63,15.17,39.35,48.07,36.02,14.7,31.43,21.06,13.85,31.0,63.29,28.83,12.79,10.47,61.8,14.14,145.1,30.77,25.48,33.62,44.2,114.75,36.04,47.94,50.6,24.03,62.83,23.81,55.87,72.32,25.22,5.27,38.43,45.86,44.59,53.46,15.84,54.2,33.4,46.04,43.38,34.21,29.8,79.94,45.74,25.19,20.91,26.15,16.2,32.83,26.35,47.86,58.94,8.21,15.05
2010-02-02,187.21,19.75,118.12,36.71,55.84,15.35,40.42,48.63,36.52,15.02,32.13,21.33,14.1,31.43,64.04,28.8,12.87,10.72,62.33,14.66,148.71,31.26,26.06,34.1,44.9,115.54,36.87,48.5,51.59,24.33,64.22,24.03,55.99,72.32,25.27,5.34,40.55,46.06,45.14,53.86,16.22,54.99,33.61,47.54,44.2,35.41,30.26,78.18,46.11,25.6,21.15,26.62,16.28,33.19,26.23,47.87,59.63,8.35,15.17
2010-02-03,190.43,19.61,119.1,36.06,55.79,15.28,40.55,48.48,36.42,14.73,32.02,21.38,13.97,30.53,62.98,28.68,12.92,10.96,62.41,14.51,148.98,30.81,25.55,36.23,45.03,115.66,36.64,48.35,51.35,24.25,64.34,23.77,57.03,73.28,25.42,5.25,40.93,46.33,45.2,53.98,15.84,54.77,31.01,47.66,44.29,34.94,30.17,73.49,45.65,25.06,21.05,26.53,16.01,31.24,25.68,48.57,59.31,8.22,15.46
2010-02-04,183.56,18.62,115.94,35.31,53.85,14.51,39.9,46.67,35.9,14.31,30.85,21.46,13.42,29.33,61.39,27.85,12.59,10.41,60.67,13.95,142.78,30.47,25.07,34.86,43.46,113.21,34.87,45.91,50.36,23.61,63.76,23.08,56.02,71.22,24.72,5.01,38.41,45.84,44.63,52.53,15.34,53.68,29.3,46.85,43.16,34.48,29.44,71.78,44.12,24.75,20.5,25.37,15.31,30.18,24.69,47.41,57.64,7.91,15.01
2010-02-05,186.82,18.47,117.39,35.61,53.01,14.76,39.5,46.99,35.72,14.22,30.74,21.96,13.25,29.26,61.23,28.03,12.81,10.27,59.33,13.74,146.07,30.13,25.11,34.33,43.73,113.69,34.83,46.18,50.13,23.46,63.53,23.49,55.42,70.62,24.88,5.09,38.24,45.65,44.05,52.42,15.28,53.59,29.83,46.43,42.89,34.26,28.57,74.71,42.9,24.28,20.84,24.56,15.35,30.06,25.02,47.83,57.71,7.75,15.19
2010-02-08,185.54,18.26,116.83,34.61,52.55,14.25,38.87,46.11,35.64,14.03,30.34,21.78,13.2,30.81,60.33,27.57,12.95,10.33,59.06,13.57,143.17,30.17,25.66,33.65,43.98,112.68,34.28,45.56,50.12,23.27,62.53,23.27,55.02,69.71,24.61,5.09,38.14,45.9,43.78,51.93,15.18,53.34,29.41,45.89,40.4,33.01,28.89,72.85,42.78,24.18,20.96,24.65,15.09,30.04,24.12,47.37,57.68,7.73,14.99
2010-02-09,187.52,19.07,118.03,35.31,54.23,14.24,39.71,48.61,36.13,14.19,31.06,22.14,13.71,30.81,61.34,28.16,13.11,10.5,60.56,13.57,144.49,30.45,25.91,34.36,44.47,113.91,34.91,45.98,50.69,23.87,63.3,23.42,55.59,70.78,24.87,5.11,38.96,47.15,44.19,52.89,15.22,53.99,30.07,46.43,40.97,33.77,29.19,74.6,43.45,24.62,21.21,24.96,15.3,30.33,24.37,47.66,58.44,7.67,15.07
2010-02-10,186.5,22.19,117.36,35.51,54.05,14.43,39.6,48.26,35.97,14.12,30.92,22.02,14.05,30.82,60.86,28.08,13.3,10.3,60.2,13.65,145.57,30.15,25.72,33.6,44.38,113.54,35.34,45.84,50.1,23.77,63.01,23.67,55.31,70.69,24.85,5.04,38.5,46.35,43.9,53.18,15.1,53.92,29.9,46.52,40.43,33.81,28.93,75.69,43.43,24.59,21.27,25.1,15.22,30.05,24.8,47.65,58.13,7.73,14.8
2010-02-11,189.89,21.67,120.09,36.02,55.0,14.4,39.88,50.99,36.2,14.14,31.33,22.17,14.27,31.27,61.7,28.23,13.49,10.52,60.35,13.72,145.97,30.91,26.02,33.68,44.93,114.39,35.48,46.1,50.33,23.96,64.06,23.9,55.78,72.17,24.96,5.1,39.2,47.04,44.43,53.9,15.21,54.17,30.64,46.65,39.95,34.06,29.06,76.0,44.53,24.95,21.57,25.46,15.22,30.32,24.71,47.5,58.48,8.01,15.22
2010-02-12,191.53,22.1,119.66,36.14,54.15,14.22,39.54,51.03,35.9,14.15,31.18,22.02,14.25,31.06,61.67,27.99,13.39,10.47,60.48,13.53,145.85,31.14,26.03,33.47,44.78,114.64,35.42,45.85,50.04,23.86,63.41,24.06,55.61,71.19,24.8,5.01,39.11,46.63,44.3,53.66,15.15,53.99,30.74,46.42,40.12,34.06,29.13,77.05,44.15,25.04,21.8,25.5,15.01,30.22,24.53,47.34,58.08,8.02,15.17
2010-02-16,194.41,22.61,117.53,37.27,55.61,14.92,40.03,51.87,36.33,14.45,31.98,22.24,14.1,31.56,63.39,28.39,13.68,10.66,62.17,13.95,149.14,31.54,26.43,34.11,45.69,115.78,36.44,46.08,50.38,24.23,63.79,24.32,55.98,72.35,25.29,5.01,39.72,47.16,44.75,54.0,15.08,54.93,31.24,47.38,41.34,34.22,29.56,76.01,45.37,25.78,22.49,25.73,15.23,30.88,24.99,47.93,59.41,8.11,15.41
2010-02-17,193.6,22.17,116.31,36.73,56.12,15.41,41.07,52.21,36.59,14.44,31.58,22.3,14.38,32.01,63.26,28.73,13.65,10.82,62.39,14.05,149.01,31.63,26.95,34.51,46.32,116.8,36.41,46.41,50.46,24.45,64.07,24.32,56.19,72.53,25.5,5.0,40.5,47.46,44.9,54.71,15.04,54.95,31.18,47.39,41.18,34.44,29.52,74.15,45.13,26.0,22.42,25.96,15.11,30.98,24.94,48.38,58.94,8.16,15.44
2010-02-18,193.96,22.01,118.08,36.83,57.09,15.63,41.31,52.49,37.15,14.51,31.63,22.5,14.45,32.13,63.94,29.16,13.96,10.71,63.89,14.13,147.56,31.21,27.2,34.46,46.96,118.17,36.75,46.44,51.35,24.71,64.88,24.29,56.39,73.41,25.84,5.08,40.0,48.7,45.21,55.08,15.09,55.42,31.23,48.12,41.29,34.71,29.78,73.44,45.56,26.12,22.53,26.21,15.0,31.43,24.95,47.85,59.12,8.39,15.54
2010-02-19,192.76,21.86,117.52,36.74,57.72,15.63,41.09,52.89,36.84,14.76,31.65,22.57,14.7,32.31,64.31,29.51,13.03,10.63,64.63,14.07,147.99,30.74,27.06,34.19,46.94,117.59,36.4,46.6,51.23,24.63,64.78,24.48,56.61,73.78,25.66,4.97,39.6,48.46,45.58,55.19,15.31,55.47,31.6,48.28,41.53,34.43,29.86,73.35,45.17,26.44,22.69,26.36,15.17,31.59,24.98,47.87,59.04,8.42,15.58
2010-02-22,191.56,23.43,118.01,36.62,58.07,15.95,42.19,52.69,36.99,14.93,31.52,22.52,14.65,32.22,63.36,29.47,12.92,10.55,64.59,14.14,148.49,29.99,27.22,34.47,46.73,117.28,37.15,46.31,50.93,24.48,64.55,24.57,56.64,73.02,25.63,4.96,39.25,48.83,45.18,54.97,15.27,55.45,31.84,48.55,41.06,34.78,29.6,72.93,45.02,26.05,22.44,26.24,15.07,31.49,25.56,48.17,58.62,8.45,15.49
2010-02-23,188.35,22.05,117.24,35.68,56.98,15.68,41.61,51.45,36.9,14.88,30.97,22.28,14.33,32.16,62.56,29.21,12.78,10.92,63.92,13.87,148.48,30.07,27.6,33.74,46.32,116.92,36.26,46.19,51.34,24.23,64.52,24.31,56.73,72.14,25.27,4.97,39.05,48.49,44.86,54.42,15.04,55.26,31.22,48.26,40.8,34.61,29.19,71.55,43.91,25.58,22.05,25.94,14.82,31.5,24.9,47.99,58.21,8.33,15.38
2010-02-24,191.79,23.07,119.72,36.13,57.62,16.07,41.41,51.72,37.39,15.14,31.29,22.55,14.51,32.49,62.82,29.47,12.95,11.04,64.62,14.02,150.02,30.0,28.15,34.3,46.94,117.96,37.15,45.9,51.27,24.38,65.07,24.48,57.07,72.46,25.54,4.99,39.13,48.84,45.27,54.68,15.16,55.86,31.61,48.83,41.37,34.6,29.25,74.33,43.75,25.95,22.46,26.15,14.92,32.17,25.24,48.26,58.76,8.46,15.59
2010-02-25,193.07,22.67,118.2,35.78,57.07,16.28,41.58,51.57,37.45,14.88,31.26,22.54,14.99,32.01,62.62,29.07,12.86,11.09,64.26,13.94,148.23,29.84,28.15,34.08,47.06,117.48,36.95,45.82,51.35,23.48,65.12,24.24,56.78,72.17,25.51,5.07,38.9,48.73,45.42,54.87,15.05,55.69,31.5,48.55,41.26,34.0,29.11,73.9,42.94,26.11,22.25,25.89,14.79,32.64,25.04,48.46,58.39,8.5,15.24
2010-02-26,195.58,20.41,118.4,35.93,57.33,16.39,41.48,51.8,37.38,15.16,31.06,22.54,15.31,31.78,62.79,29.24,12.81,11.05,64.57,14.06,148.48,29.84,28.01,34.45,46.94,117.57,38.16,46.01,51.64,23.3,65.77,24.34,56.31,72.54,25.57,5.12,39.16,48.84,45.63,55.02,14.93,55.32,32.0,48.89,41.6,34.11,29.44,74.83,43.16,26.28,22.12,25.74,14.85,31.93,24.95,48.39,58.26,8.57,15.31
2010-03-01,199.76,21.25,124.54,35.87,58.09,16.44,42.18,52.53,37.76,15.52,31.65,22.79,15.58,32.4,63.23,29.51,13.13,11.68,65.79,13.92,148.66,29.76,28.21,34.8,47.63,118.87,38.04,46.02,51.65,23.54,66.7,24.44,56.42,72.93,25.88,5.16,40.23,50.24,45.8,55.87,15.1,55.52,32.0,49.37,42.25,34.8,29.8,73.64,43.39,26.78,22.35,25.93,14.96,32.09,24.96,48.24,58.62,8.74,15.79
2010-03-02,199.62,20.63,125.53,36.11,58.49,16.2,42.51,52.8,37.79,15.49,32.17,22.8,15.46,32.64,63.67,29.51,13.23,11.5,65.85,13.92,150.76,29.92,28.15,34.7,47.24,117.81,37.85,46.42,51.3,23.56,67.0,24.13,56.5,73.42,25.38,5.17,41.47,50.16,46.42,56.19,14.98,55.7,31.81,49.43,42.71,34.85,29.98,74.42,43.71,26.85,22.21,26.15,15.43,31.93,25.43,47.96,58.7,8.69,15.73
2010-03-03,200.08,20.5,125.89,36.01,58.5,16.12,42.78,53.18,37.79,15.64,31.96,23.02,15.35,32.71,63.51,29.71,13.26,11.95,64.82,14.03,149.78,30.02,28.25,34.76,47.22,117.31,37.76,46.38,51.6,23.83,66.69,23.99,56.12,73.31,25.38,5.17,41.38,49.69,46.48,56.75,14.74,55.56,31.84,49.1,42.67,35.5,30.28,76.94,44.1,26.79,22.14,26.41,15.79,32.04,25.73,48.02,58.65,8.71,15.57
2010-03-04,201.4,22.01,128.53,36.58,59.5,16.15,42.57,53.08,37.93,15.83,31.93,23.12,15.37,32.83,63.47,29.97,13.22,12.04,64.92,14.1,155.37,30.03,28.22,34.65,47.6,117.16,38.12,46.46,51.61,24.07,67.05,24.23,55.94,73.32,25.54,5.15,41.83,50.29,46.01,56.87,14.75,55.66,32.0,49.32,42.99,35.04,29.95,75.42,43.74,27.06,22.38,26.31,15.96,31.71,25.94,48.29,58.62,8.73,15.81
2010-03-05,209.28,23.14,128.91,37.82,61.66,16.44,44.06,53.78,37.95,16.07,32.62,23.36,15.5,32.98,64.53,30.33,13.43,12.24,65.62,14.31,158.76,30.17,28.54,34.98,48.08,117.65,38.93,46.7,51.67,24.17,68.74,25.02,56.15,74.61,25.5,5.14,42.34,51.2,46.37,57.1,14.87,55.68,32.56,49.65,43.05,36.34,30.68,76.94,44.83,27.63,22.66,26.62,16.59,31.7,26.6,48.45,59.58,9.03,16.06
2010-03-08,209.4,23.98,130.11,37.36,61.04,16.48,44.14,53.49,37.83,16.19,32.83,24.21,15.32,32.8,64.82,30.67,13.55,12.17,65.55,14.24,161.29,30.03,28.69,35.8,47.81,116.87,38.73,46.43,51.68,24.07,68.59,25.05,57.43,73.59,25.54,5.17,43.42,51.16,46.47,56.9,14.76,55.24,32.65,49.61,43.16,36.75,30.69,77.94,44.68,27.72,22.4,26.55,16.63,31.48,26.36,48.46,59.59,9.07,16.52
2010-03-09,213.17,27.01,128.82,37.35,61.53,16.54,43.88,53.74,38.08,16.15,32.91,24.21,15.37,32.65,64.53,30.57,13.72,12.05,65.58,14.43,160.35,30.31,28.65,35.84,47.95,116.08,38.57,46.26,51.59,23.94,69.54,25.23,57.41,74.2,25.69,5.15,44.25,51.03,46.74,57.09,14.66,55.34,33.2,49.64,42.85,37.15,30.71,76.67,44.81,27.69,21.95,26.51,16.56,31.16,26.45,48.38,59.86,8.91,16.53
2010-03-10,214.91,29.87,130.51,37.37,63.55,16.85,44.48,53.37,37.66,16.17,33.31,23.97,15.32,32.81,64.23,30.53,13.84,12.07,65.81,14.45,163.29,30.26,28.67,35.98,47.85,116.14,39.04,46.33,51.13,23.95,69.85,25.23,57.27,73.81,25.84,5.09,41.91,51.47,46.77,57.15,14.59,55.09,33.03,49.64,43.38,37.65,30.79,76.36,45.18,27.63,22.31,26.52,17.4,31.05,26.98,48.27,60.25,9.01,16.79
2010-03-11,215.54,28.93,133.58,37.73,63.6,16.86,44.8,53.48,37.89,16.2,33.2,24.06,15.16,32.64,64.26,30.66,13.75,12.15,66.0,14.43,164.78,30.41,29.05,36.15,48.07,117.97,39.26,46.49,51.33,23.88,70.23,25.44,57.51,73.54,26.03,5.15,40.16,51.63,46.83,57.63,14.71,55.23,32.61,49.54,42.88,38.17,30.72,76.94,45.51,27.74,21.84,26.37,17.3,30.75,27.16,48.57,60.25,9.15,16.53
2010-03-12,216.59,28.21,131.82,38.34,63.39,16.59,44.85,54.81,37.92,16.07,33.45,23.98,15.38,32.61,64.02,30.78,13.79,12.56,65.65,14.92,166.15,30.39,29.34,36.43,48.39,118.29,39.24,46.31,51.65,23.77,70.28,25.77,57.79,73.65,26.11,5.21,40.53,51.03,46.79,57.75,14.53,55.36,33.37,49.27,42.98,37.34,30.6,76.99,45.32,27.63,21.78,26.55,17.33,30.74,27.04,48.51,59.88,9.05,16.32
2010-03-15,213.95,28.28,131.13,38.29,63.0,16.59,46.1,54.0,38.02,16.17,33.43,24.17,15.32,32.7,63.89,30.77,13.79,12.61,65.56,15.13,164.8,30.32,29.56,36.23,48.52,118.19,39.16,46.33,51.88,23.9,71.15,25.7,58.14,73.54,26.12,5.19,40.04,51.27,46.86,58.68,14.69,55.69,33.51,49.17,42.9,37.61,31.02,78.09,45.01,27.56,21.72,26.18,17.26,30.96,27.28,49.88,59.43,9.17,16.46
2010-03-16,214.53,27.7,131.79,38.49,62.38,16.77,45.85,53.98,38.13,16.13,33.76,24.23,15.17,32.89,64.25,31.17,13.83,12.7,65.61,15.82,167.32,30.37,29.43,35.83,48.45,118.96,39.32,46.61,52.03,23.93,71.57,25.86,58.27,73.9,26.2,5.32,40.66,51.53,46.93,58.61,14.69,55.54,34.17,49.39,43.31,37.57,31.73,79.43,45.44,28.1,22.39,26.57,17.43,31.27,27.63,50.39,59.67,9.23,16.36
2010-03-17,214.22,28.36,131.34,38.58,62.98,17.0,45.68,54.68,38.14,16.21,34.29,24.33,15.25,33.15,64.85,31.65,14.11,13.27,66.74,15.79,167.75,30.37,29.41,35.62,48.34,118.12,39.82,46.73,52.38,23.99,71.78,25.79,58.54,74.37,26.43,5.32,41.26,51.75,46.9,59.05,14.65,55.96,34.9,49.41,44.23,37.8,31.28,79.3,45.65,28.23,22.6,26.52,17.52,31.24,27.88,50.33,60.38,9.06,16.5
2010-03-18,214.72,28.55,132.76,38.57,64.33,16.82,44.69,54.27,38.2,16.3,34.11,24.41,15.17,33.04,64.93,32.15,14.07,12.92,66.97,15.92,168.52,31.52,29.3,35.52,48.81,118.69,39.68,46.62,52.69,24.04,72.69,25.81,58.81,75.72,26.41,5.24,42.29,51.86,47.0,59.01,14.66,55.72,34.94,49.41,44.21,38.36,31.14,78.81,45.04,28.2,22.43,26.33,17.42,31.55,27.64,50.35,60.41,9.02,16.56
2010-03-19,212.43,28.68,130.35,37.94,64.19,16.56,45.17,53.91,38.23,16.17,33.89,24.23,14.96,32.53,65.12,31.97,13.94,12.51,67.19,15.82,168.95,30.99,29.26,35.79,48.58,118.07,39.51,47.14,52.81,24.39,73.5,26.09,58.67,74.17,26.39,5.22,41.92,52.26,46.9,59.04,14.39,55.81,35.08,49.44,43.81,38.64,30.93,79.56,44.45,28.27,22.1,25.83,17.22,31.29,27.72,49.81,60.09,8.76,16.44
2010-03-22,214.82,27.52,130.47,38.64,65.27,16.7,45.77,54.44,38.28,16.4,33.72,24.35,15.02,33.14,64.66,32.77,14.14,13.17,67.34,15.82,167.29,31.35,29.54,35.89,49.01,118.32,39.77,47.79,54.16,24.3,72.5,26.53,59.1,74.07,26.4,5.28,42.65,51.78,46.81,58.82,14.59,55.85,35.15,49.63,43.84,38.84,30.72,80.19,44.44,28.3,22.44,25.82,17.2,32.01,27.75,50.06,60.03,9.03,16.34
2010-03-23,218.27,27.43,129.26,38.8,65.52,16.87,45.83,56.67,38.46,16.68,33.98,24.68,15.0,33.82,64.93,33.22,14.72,13.08,68.48,16.04,166.03,31.32,29.47,36.09,49.19,119.61,40.54,48.32,54.6,24.64,71.71,26.71,59.4,74.53,26.65,5.25,42.96,51.98,47.2,59.31,14.93,56.42,35.26,49.77,44.77,40.44,30.69,82.35,44.6,28.31,23.09,25.78,17.21,32.54,28.36,50.3,60.01,9.25,16.03
2010-03-24,219.24,27.34,128.04,38.58,65.65,17.3,45.6,56.35,38.01,16.77,34.0,24.51,15.18,33.44,64.2,33.62,14.5,13.08,67.41,16.15,165.63,31.05,29.23,35.36,49.11,118.83,40.86,48.18,54.06,24.34,70.95,26.64,58.91,73.86,26.45,5.15,43.28,51.78,46.76,58.78,14.99,55.61,34.95,49.65,43.83,38.7,29.99,81.58,43.8,28.28,22.49,25.34,17.54,32.08,28.16,50.02,59.61,9.02,16.09
2010-03-25,216.64,28.44,134.73,38.96,65.8,17.47,45.51,56.43,37.59,17.01,33.35,24.49,15.11,34.29,64.09,32.81,14.38,12.99,67.84,16.02,166.1,30.87,29.5,35.31,49.52,119.49,40.86,47.86,54.19,24.42,70.65,27.07,59.0,73.24,26.77,5.1,43.8,51.81,46.38,59.03,14.8,55.62,34.69,49.78,43.85,37.66,30.16,80.33,43.63,28.26,22.49,25.25,16.85,32.92,28.34,50.05,59.43,8.8,16.32
2010-03-26,220.7,28.19,135.06,38.68,65.89,17.62,45.92,56.7,38.05,16.91,33.02,24.53,15.15,34.64,64.64,32.69,14.5,13.05,68.46,16.05,164.17,30.55,29.62,35.07,49.44,119.51,40.94,47.43,53.99,24.35,71.25,27.92,59.32,73.31,26.45,5.16,43.72,52.25,46.05,59.07,14.59,55.68,34.96,49.8,43.94,38.22,30.03,80.75,44.25,28.5,22.46,24.99,16.72,33.34,28.49,49.96,59.64,8.87,16.54
2010-03-29,222.12,28.39,135.12,39.02,67.27,17.76,45.87,57.64,38.3,17.06,33.1,24.56,15.3,34.91,65.33,32.71,14.47,12.77,69.85,16.11,165.29,30.63,29.48,35.22,49.03,118.89,40.79,47.52,54.35,24.4,71.74,28.09,59.15,73.63,26.39,5.37,44.37,52.45,46.13,59.03,14.7,55.72,35.24,50.13,44.8,38.43,30.06,80.98,44.61,28.56,22.44,25.21,16.86,33.97,28.38,50.17,60.33,8.94,16.56
2010-03-30,225.43,28.18,136.58,39.01,66.74,17.49,46.55,57.35,38.51,17.28,33.17,24.69,15.29,34.87,65.39,32.76,14.48,12.5,68.97,16.02,162.75,30.72,29.56,35.3,49.3,119.05,40.54,47.43,54.28,24.45,71.13,28.54,59.3,76.27,26.55,5.37,44.24,52.4,45.9,59.23,14.69,55.66,35.37,49.94,44.65,38.84,29.96,81.25,44.73,28.4,22.33,25.48,16.82,33.91,28.14,50.32,60.1,8.9,16.61
2010-03-31,224.62,28.14,135.77,38.98,65.91,17.57,46.21,57.07,38.42,17.37,33.12,24.12,15.41,34.43,65.85,32.3,14.53,11.83,68.71,15.93,162.04,30.95,29.25,35.12,49.19,118.57,40.69,47.14,54.05,24.51,70.39,28.3,58.84,75.63,26.12,5.23,44.73,52.28,46.28,58.69,14.59,55.31,35.14,49.65,44.95,38.32,30.05,80.42,44.99,28.29,22.2,25.8,16.7,33.61,28.4,50.04,60.04,8.96,16.53
2010-04-01,225.54,28.11,131.81,39.4,66.25,17.76,46.97,58.11,38.67,17.39,33.67,23.93,15.65,34.11,66.6,32.88,14.56,11.89,69.35,16.04,161.65,30.98,29.28,35.37,49.28,118.57,41.13,47.3,53.73,24.64,70.95,28.67,59.6,75.89,26.01,5.25,44.99,52.82,46.05,59.15,14.53,55.39,35.53,49.81,45.39,38.42,30.12,80.49,46.02,28.42,22.35,26.76,16.97,34.21,28.63,49.94,60.6,9.18,16.29
2010-04-05,227.95,28.89,131.49,40.32,65.39,17.85,47.39,59.01,38.58,17.44,34.48,24.25,15.99,33.91,67.44,33.32,14.7,12.02,69.63,16.22,164.44,31.04,29.53,35.86,49.86,119.59,41.27,46.89,53.52,24.44,70.92,29.13,60.0,76.19,26.11,5.21,47.91,52.96,45.79,58.53,14.38,55.74,35.92,50.36,45.7,38.57,29.92,81.26,46.44,28.86,23.04,26.52,17.49,34.28,28.75,49.94,61.12,9.54,16.51
2010-04-06,228.96,29.59,135.56,40.74,65.68,18.2,47.51,59.29,38.27,17.39,34.49,24.3,16.14,33.76,67.63,33.66,15.06,11.95,68.9,16.28,164.2,31.13,29.43,35.33,49.85,119.2,41.73,46.8,53.47,24.19,69.8,29.36,59.8,76.34,26.15,5.29,47.75,52.41,45.07,58.89,14.43,55.17,37.68,49.94,45.21,37.42,29.63,80.84,46.21,28.95,22.73,26.37,17.58,33.89,29.46,49.98,60.86,9.44,16.92
2010-04-07,229.97,32.71,134.87,40.03,65.45,18.33,47.03,58.54,38.35,16.95,34.24,24.41,15.9,33.58,67.19,33.64,15.18,11.84,68.44,16.19,167.48,31.15,29.49,35.02,49.32,118.79,41.26,46.46,52.9,23.98,69.52,29.05,59.71,75.71,26.18,5.42,47.06,52.0,44.7,58.54,14.53,54.64,37.84,49.71,44.84,36.87,29.69,79.92,45.16,29.04,22.97,26.34,17.05,33.34,29.19,49.75,60.36,9.34,16.87
2010-04-08,229.35,30.98,140.96,41.28,65.61,18.36,46.43,58.55,38.11,17.08,34.91,24.35,16.11,34.34,67.44,33.94,15.25,11.89,68.74,16.25,170.46,31.23,29.81,34.97,49.64,117.98,41.66,46.16,52.72,23.95,69.52,29.51,60.64,75.07,26.69,5.47,48.0,51.9,44.67,58.52,14.59,54.69,37.94,49.68,45.18,36.85,29.59,79.48,45.4,29.14,22.43,26.24,16.97,33.39,29.41,49.84,60.83,9.58,17.35
